ticker,company,기준일,종가,신호,신뢰도,P_매도,P_관망,P_매수,RSI,BB위치,bb_upper,bb_lower,atr14
005930,삼성전자,2026-06-05,329000,매도,42.0,42.0,18.3,39.7,63.3,77%,354522.3087642899,244677.6912357101,19415.466679928493
000660,SK하이닉스,2026-06-05,2070000,매수,54.5,21.5,24.0,54.5,59.8,57%,2464132.853424919,1539767.1465750814,131348.89766042514
005380,현대차,2026-06-05,700000,매도,40.4,40.4,19.8,39.8,59.0,65%,765187.8456944182,577612.1543055818,49686.3170311581
035420,NAVER,2026-06-05,255500,매수,45.1,36.3,18.6,45.1,63.6,85%,272076.6749694103,164013.32503058968,18657.9842505866
051910,LG화학,2026-06-05,349000,매수,38.6,38.2,23.1,38.6,44.6,32%,427439.2970322694,311360.7029677306,22978.00111313762
006400,삼성SDI,2026-06-05,568000,매수,66.5,24.6,8.9,66.5,42.2,5%,706682.8712106696,560017.1287893304,44645.38769503
035720,카카오,2026-06-05,40250,매수,42.8,23.2,34.1,42.8,37.1,17%,46157.49649859769,39017.50350140231,2339.452031530312
000270,기아,2026-06-05,161100,매수,34.8,32.3,32.9,34.8,47.9,32%,179891.01595285098,152058.98404714902,9218.176249028842
105560,KB금융,2026-06-05,171600,매수,41.3,41.2,17.5,41.3,67.9,123%,166810.09010052294,145999.90989947706,6476.01080032659
055550,신한지주,2026-06-05,107500,매도,41.8,41.8,18.5,39.7,70.1,135%,102861.11757433569,89728.88242566431,4096.115560189358
012330,현대모비스,2026-06-05,697000,매도,52.9,52.9,33.7,13.4,61.6,67%,817858.5716669672,451891.4283330328,64223.97036180973
028260,삼성물산,2026-06-05,460500,매도,44.4,44.4,20.8,34.8,58.8,72%,501321.9815203875,354728.0184796125,42532.63448633227
066570,LG전자,2026-06-05,303000,매도,77.4,77.4,7.7,14.9,61.7,74%,373685.487837609,101514.512162391,36415.83470938648
003550,LG,2026-06-05,122900,매도,55.0,55.0,8.7,36.3,52.2,54%,151113.10378262305,89676.89621737695,14227.82886000598
017670,SK텔레콤,2026-06-05,106400,매수,41.3,35.3,23.4,41.3,54.2,64%,116422.42543044205,88847.57456955795,8251.560564682102
030200,KT,2026-06-05,54000,매수,40.3,23.9,35.8,40.3,38.0,29%,61770.04322094017,50779.95677905983,1867.760953637449
096770,SK이노베이션,2026-06-05,114900,관망,45.6,18.1,45.6,36.4,39.3,22%,136216.1668614922,108983.8331385078,6769.11556034343
011200,HMM,2026-06-05,19450,관망,44.1,24.4,44.1,31.5,40.4,18%,20711.056712375324,19176.94328762468,661.3206018094561
010950,S-Oil,2026-06-05,112800,관망,52.6,19.1,52.6,28.4,50.5,61%,118290.08474525552,104129.91525474448,6071.321902562401
086790,하나금융지주,2026-06-05,123600,관망,39.1,29.1,39.1,31.8,56.6,69%,129208.2903304052,111121.7096695948,5083.460617817824
069500,KODEX 200,2026-06-05,131030,매도,35.8,35.8,34.9,29.3,61.9,67%,142599.08258152203,107784.91741847795,5956.784834639608
229200,KODEX 코스닥150,2026-06-05,17555,관망,37.1,26.2,37.1,36.6,38.6,5%,20681.631653349872,17377.368346650128,910.2616973366976
305720,KODEX 2차전지산업,2026-06-05,17925,매수,55.2,21.9,22.9,55.2,39.6,14%,22451.939777986307,17199.560222013693,1061.995165790266
091160,KODEX 반도체,2026-06-05,157180,관망,38.2,25.0,38.2,36.9,59.0,58%,171551.62327597325,137102.87672402675,8142.44918788474
139220,KODEX IT,2026-06-05,8645,매수,51.2,20.5,28.4,51.2,41.9,17%,10734.33899291014,8206.661007089859,561.9481108530123
