ticker,company,기준일,종가,신호,신뢰도,P_매도,P_관망,P_매수,RSI,BB위치,bb_upper,bb_lower,atr14
005930,삼성전자,2026-07-01,314500,매수,37.4,25.8,36.8,37.4,48.4,28%,371446.2284728093,292403.7715271907,24656.696008759413
000660,SK하이닉스,2026-07-01,2560000,매도,44.8,44.8,22.1,33.1,55.8,60%,3024630.2553205625,1866869.7446794373,212543.311735406
005380,현대차,2026-07-01,487500,관망,45.4,17.2,45.4,37.4,32.9,15%,722206.0765685104,444493.9234314897,41925.88948490005
035420,NAVER,2026-07-01,197400,관망,55.1,9.9,55.1,35.0,39.7,19%,279107.1870489403,178432.81295105972,16877.876424954695
051910,LG화학,2026-07-01,280000,관망,39.2,30.4,39.2,30.4,37.9,14%,380688.37304745393,263461.62695254607,23561.978168222344
006400,삼성SDI,2026-07-01,491000,매도,54.6,54.6,21.9,23.5,43.2,31%,592210.9271284726,445089.0728715274,42269.911690377456
035720,카카오,2026-07-01,34800,관망,47.2,33.5,47.2,19.2,37.2,23%,43344.55632506996,32230.44367493004,2111.219625072898
000270,기아,2026-07-01,141500,관망,50.1,27.0,50.1,23.0,40.9,25%,176598.54460332886,129791.45539667114,8532.264422315022
105560,KB금융,2026-07-01,158500,매도,42.9,42.9,39.7,17.4,51.6,50%,172113.552942048,144956.447057952,8367.324400195314
055550,신한지주,2026-07-01,96400,관망,54.4,26.8,54.4,18.8,48.0,33%,107250.61067576222,91079.38932423778,4961.625747875753
012330,현대모비스,2026-07-01,494000,관망,46.2,17.1,46.2,36.7,38.1,19%,724044.8773889302,439405.1226110698,50856.60081534955
028260,삼성물산,2026-07-01,434000,매수,45.9,22.9,31.2,45.9,46.8,27%,544525.1619061695,393974.8380938305,51399.16180965968
066570,LG전자,2026-07-01,193300,관망,46.1,10.5,46.1,43.4,42.7,23%,299090.01085854863,160949.98914145137,24483.776850378792
003550,LG,2026-07-01,96600,관망,48.2,14.5,48.2,37.3,40.2,17%,125954.93128351597,90665.06871648403,9096.844621678492
017670,SK텔레콤,2026-07-01,88600,매수,41.0,20.5,38.5,41.0,37.5,17%,112049.0622477219,83790.9377522781,6218.563079304525
030200,KT,2026-07-01,53700,관망,71.9,8.1,71.9,20.1,47.1,45%,57856.28587224842,50233.71412775158,2018.8775696906944
096770,SK이노베이션,2026-07-01,98000,매도,44.9,44.9,41.4,13.7,41.9,32%,117663.56116029366,88596.43883970634,6559.594342316376
011200,HMM,2026-07-01,18660,관망,52.0,32.9,52.0,15.1,43.2,31%,21820.875488949023,17251.124511050977,935.153823258946
