ticker,company,기준일,종가,신호,신뢰도,P_매도,P_관망,P_매수,RSI,BB위치,bb_upper,bb_lower,atr14
005930,삼성전자,2026-06-15,337000,매도,42.4,42.4,32.5,25.1,60.4,77%,360319.0160626407,258280.9839373593,22684.14492073336
000660,SK하이닉스,2026-06-15,2288000,매수,39.1,28.8,32.2,39.1,62.5,75%,2493880.6412270674,1681219.3587729326,162635.6615291326
005380,현대차,2026-06-15,647000,관망,50.4,30.0,50.4,19.6,51.6,41%,754699.5092680436,571300.4907319564,51652.31698511664
035420,NAVER,2026-06-15,248000,매도,37.8,37.8,32.5,29.6,55.5,65%,290163.5355169865,168876.46448301352,23175.16309140293
051910,LG화학,2026-06-15,360500,매도,49.1,49.1,39.8,11.2,52.5,71%,379672.0318293754,313977.9681706246,22745.514873015105
006400,삼성SDI,2026-06-15,553000,관망,43.7,43.5,43.7,12.8,45.5,33%,705539.1886796684,476160.8113203316,45612.58218764874
035720,카카오,2026-06-15,40750,관망,54.5,21.5,54.5,24.0,45.0,45%,43950.12424106552,38164.87575893448,2347.375617947612
000270,기아,2026-06-15,167500,관망,42.2,40.0,42.2,17.8,53.6,69%,174779.67717270638,151470.32282729362,9770.2138860082
105560,KB금융,2026-06-15,169600,관망,34.2,32.5,34.2,33.3,60.3,105%,168292.09713095814,144447.90286904186,8408.275784206835
055550,신한지주,2026-06-15,105600,매수,36.3,30.7,32.9,36.3,60.1,103%,105049.4899397262,89120.5100602738,5404.276419019981
012330,현대모비스,2026-06-15,640000,매도,53.3,53.3,38.1,8.6,54.2,47%,793621.3574149093,501078.6425850907,64831.07022240368
028260,삼성물산,2026-06-15,495000,매도,60.1,60.1,15.8,24.1,61.6,93%,506757.1114068331,348992.8885931669,45780.62372400357
066570,LG전자,2026-06-15,243500,관망,43.9,42.8,43.9,13.3,51.8,44%,366317.6256471238,147102.3743528762,35805.87292733297
003550,LG,2026-06-15,118400,매도,70.3,70.3,24.6,5.2,51.5,46%,150869.4753557618,91210.5246442382,13133.994364584563
017670,SK텔레콤,2026-06-15,105400,관망,40.4,39.0,40.4,20.6,52.8,55%,116623.1175396182,91856.8824603818,8441.439246409425
030200,KT,2026-06-15,55400,관망,63.9,10.8,63.9,25.3,47.3,55%,58862.57776607111,51227.42223392889,2394.817008759347
096770,SK이노베이션,2026-06-15,112700,매도,46.9,46.9,42.7,10.4,45.1,42%,128098.10190826376,101691.89809173624,6910.194958720657
011200,HMM,2026-06-15,21300,매수,36.0,30.9,33.1,36.0,62.3,113%,20967.03397917957,18413.966020820422,845.5595248763403
010950,S-Oil,2026-06-15,113700,관망,54.1,22.5,54.1,23.4,52.4,86%,115060.59280005934,105149.40719994066,5966.896419803999
086790,하나금융지주,2026-06-15,129300,관망,42.1,34.8,42.1,23.2,60.2,121%,125961.45994002416,110428.54005997584,6425.944448798522
069500,KODEX 200,2026-06-15,136290,관망,42.8,30.6,42.8,26.6,61.2,77%,144001.26886433634,110687.73113566363,7420.920107281773
229200,KODEX 코스닥150,2026-06-15,18295,관망,55.8,34.8,55.8,9.3,49.4,52%,20282.52114907294,16159.978850927058,1050.2591386853117
