ticker,company,기준일,종가,신호,신뢰도,P_매도,P_관망,P_매수,RSI,BB위치,bb_upper,bb_lower,atr14
252670,KODEX 200선물인버스2X,2026-06-30,69,매수,74.3,12.7,13.0,74.3,39.3,34%,98.63738586059014,53.46261413940984,11.107263699586298
148020,KODEX 헬스케어,2026-06-30,139470,매도,40.9,40.9,35.7,23.4,54.6,57%,153322.45952614027,121326.54047385974,8274.436247768044
364980,KODEX 수소경제,2026-06-30,9970,관망,48.0,13.4,48.0,38.6,40.5,20%,12679.756070834144,9313.243929165856,752.7135821706732
379800,KODEX 미국S&P500,2026-06-30,26115,관망,90.4,6.4,90.4,3.2,61.0,83%,26297.790727464257,25231.209272535743,287.04140094284105
AAPL,애플,2026-06-30,289,관망,64.7,21.2,64.7,14.1,46.9,33%,315.3921583812386,276.45784161876145,8.257112975206654
MSFT,MS,2026-06-30,373,관망,59.3,24.3,59.3,16.4,41.4,30%,438.504668408342,344.7943245115798,13.22931931897052
NVDA,엔비디아,2026-06-30,200,관망,55.8,21.2,55.8,23.1,45.3,31%,220.903573390974,190.53148672865493,7.111328506193266
GOOGL,알파벳,2026-06-30,357,관망,68.9,16.1,68.9,15.0,48.0,47%,377.973937295952,338.998816610298,11.9510998142666
AMZN,아마존,2026-06-30,238,관망,57.2,24.2,57.2,18.6,44.9,40%,255.90477247071067,226.8042256371995,8.28951101726758
META,메타,2026-06-30,563,관망,58.0,23.1,58.0,18.9,42.9,33%,621.2378826570996,534.1467181729786,18.42794589823548
TSLA,테슬라,2026-06-30,420,관망,56.4,27.2,56.4,16.4,56.8,83%,431.3450578351028,369.8379377703659,18.048868624397578
TSM,TSMC,2026-06-30,477,관망,53.4,24.8,53.4,21.9,63.7,108%,471.9033626099622,403.2281071166003,19.585249408112624
ASML,ASML,2026-06-30,1989,관망,35.7,33.3,35.7,31.0,63.8,100%,1989.776381882117,1643.009616653039,90.9486825870214
AMD,AMD,2026-06-30,580,관망,39.7,26.2,39.7,34.1,64.9,103%,577.4969115490167,456.71008613164736,34.90210574642094
