ticker,company,기준일,종가,신호,신뢰도,P_매도,P_관망,P_매수,RSI,BB위치,bb_upper,bb_lower,atr14
139220,KODEX IT,2026-06-16,9825,매도,43.4,43.4,26.2,30.4,58.3,93%,9970.236175968656,7831.763824031343,640.5842225107908
114800,KODEX 인버스,2026-06-16,909,매도,49.8,49.8,17.4,32.8,34.2,14%,1168.9007500805271,865.5992499194729,62.81966716796223
252670,KODEX 200선물인버스2X,2026-06-16,71,매수,56.1,26.3,17.6,56.1,32.1,14%,123.04259778325996,62.25740221674004,12.766438490543011
148020,KODEX 헬스케어,2026-06-16,140370,매도,41.1,41.1,38.9,20.0,63.0,82%,146429.54826460607,112372.45173539392,7304.994360279465
364980,KODEX 수소경제,2026-06-16,11770,관망,66.8,21.2,66.8,12.0,46.5,40%,13741.146210227398,10453.353789772602,707.8083589932287
379800,KODEX 미국S&P500,2026-06-16,25840,관망,65.8,16.0,65.8,18.2,63.4,70%,26243.90032914367,24907.09967085633,279.8463143835635
AAPL,애플,2026-06-16,299,관망,70.4,12.9,70.4,16.7,52.2,35%,318.8925548877479,288.6284473095177,7.217335579288916
MSFT,MS,2026-06-16,393,관망,59.1,17.8,59.1,23.1,40.3,18%,453.9116754525047,380.2211065299172,11.870929547251652
NVDA,엔비디아,2026-06-16,207,관망,51.6,22.8,51.6,25.6,47.5,29%,226.3613762130386,199.8229667435044,7.787699585708206
GOOGL,알파벳,2026-06-16,373,관망,65.2,21.0,65.2,13.8,52.6,49%,397.402578972729,350.033929205982,10.701630653531172
AMZN,아마존,2026-06-16,246,관망,63.8,22.5,63.8,13.8,43.2,30%,278.5721116405258,232.22989183847807,7.3339426297627694
META,메타,2026-06-16,600,관망,70.3,17.1,70.3,12.6,49.0,48%,643.3257780442106,560.9107392897739,19.290892664709627
TSLA,테슬라,2026-06-16,404,관망,59.0,20.4,59.0,20.6,48.2,34%,446.8094515058223,383.0355497148808,17.092456905578224
TSM,TSMC,2026-06-16,425,관망,53.5,19.9,53.5,26.6,53.4,58%,450.0336927099137,392.3006639795394,17.293326420630613
ASML,ASML,2026-06-16,1803,매수,36.0,30.5,33.5,36.0,59.2,74%,1922.7994329829207,1463.499566040516,82.25176471449814
AMD,AMD,2026-06-16,507,관망,41.2,33.1,41.2,25.7,56.9,61%,559.9275217640674,424.9654836070264,34.01408736489561
