ticker,company,기준일,종가,신호,신뢰도,P_매도,P_관망,P_매수,RSI,BB위치,bb_upper,bb_lower,atr14
069500,KODEX 200,2026-07-10,120605,매수,49.3,21.4,29.3,49.3,43.3,14%,153413.2746442641,115321.2253557359,8897.413587887731
229200,KODEX 코스닥150,2026-07-10,14420,관망,44.6,34.5,44.6,20.9,38.0,20%,18843.51487047552,13282.985129524484,1022.8204428348452
305720,KODEX 2차전지산업,2026-07-10,13615,관망,40.6,36.8,40.6,22.6,37.6,25%,18558.24429830728,11981.25570169272,986.3675837378408
091160,KODEX 반도체,2026-07-10,146380,관망,47.0,16.8,47.0,36.2,44.1,19%,195311.49610566173,134967.50389433827,12136.956658996976
139220,KODEX IT,2026-07-10,7440,관망,36.2,29.6,36.2,34.2,40.6,22%,9707.669305921056,6813.330694078944,593.2676109452439
114800,KODEX 인버스,2026-07-10,1017,매도,51.8,51.8,29.1,19.1,53.4,85%,1051.767434454387,814.432565545613,67.64762729661959
252670,KODEX 200선물인버스2X,2026-07-10,86,매도,51.9,51.9,26.3,21.8,50.7,84%,91.60757627805155,56.292423721948445,11.91870092171266
148020,KODEX 헬스케어,2026-07-10,121710,매수,41.4,24.6,34.0,41.4,43.4,14%,154398.60727182988,116273.39272817012,8976.177191129244
364980,KODEX 수소경제,2026-07-10,9125,매도,36.0,36.0,32.6,31.4,38.7,24%,12151.00205845274,8173.497941547261,676.659948344661
379800,KODEX 미국S&P500,2026-07-10,25600,관망,79.2,15.2,79.2,5.7,48.2,24%,26333.333585683056,25370.166414316944,290.28799920708576
AAPL,애플,2026-07-10,315,관망,69.0,15.8,69.0,15.2,62.9,88%,320.6115780473117,275.5944247603055,8.090191803884567
MSFT,MS,2026-07-10,385,관망,67.3,18.7,67.3,13.9,47.6,60%,402.801053433365,358.224938387924,11.969180691983016
NVDA,엔비디아,2026-07-10,210,관망,64.4,15.9,64.4,19.6,57.0,88%,213.8006663480292,190.10233200402155,7.166186700817017
GOOGL,알파벳,2026-07-10,357,관망,61.1,20.9,61.1,18.0,47.0,48%,376.3342844746795,339.43471576946115,10.70623805486652
AMZN,아마존,2026-07-10,245,관망,69.2,14.2,69.2,16.6,50.9,73%,251.1472152151605,229.2357819161872,7.72343656947468
META,메타,2026-07-10,669,매수,41.5,18.9,39.6,41.5,66.4,120%,645.3834862487624,523.7233618957689,26.28889674847125
TSLA,테슬라,2026-07-10,407,관망,54.5,23.8,54.5,21.8,51.2,62%,429.03397104852246,372.7170207727666,18.762581229455325
TSM,TSMC,2026-07-10,434,관망,61.5,17.7,61.5,20.8,49.8,38%,469.9105715401754,412.3094296805277,19.825819813219187
ASML,ASML,2026-07-10,1797,관망,49.8,23.9,49.8,26.4,51.2,34%,1968.3573335973144,1710.7276639612796,90.79508467625772
AMD,AMD,2026-07-10,557,관망,57.4,24.0,57.4,18.6,57.5,82%,572.9537746924511,488.95321688469727,36.22703895538894
