ticker,company,기준일,종가,신호,신뢰도,P_매도,P_관망,P_매수,RSI,BB위치,bb_upper,bb_lower,atr14
005930,삼성전자,2026-07-16,255000,매수,75.6,5.8,18.6,75.6,40.1,11%,371718.7544903724,241231.2455096276,25835.209195404903
000660,SK하이닉스,2026-07-16,1842000,매수,85.0,5.0,10.0,85.0,40.5,9%,3035791.955978236,1716808.0440217638,240710.41347029063
005380,현대차,2026-07-16,425000,매수,46.7,15.5,37.8,46.7,30.4,17%,578096.8247477146,394453.1752522855,35800.21820068846
035420,NAVER,2026-07-16,190000,관망,51.0,28.1,51.0,20.9,41.1,32%,219636.04524090007,176223.95475909993,12159.863354344836
051910,LG화학,2026-07-16,260500,매수,47.2,11.2,41.7,47.2,38.1,29%,324443.2312652669,234606.7687347331,19907.353522161717
006400,삼성SDI,2026-07-16,434500,매수,40.4,22.0,37.6,40.4,41.3,29%,541050.6452652813,389949.3547347187,40784.09150826421
035720,카카오,2026-07-16,35900,관망,48.4,19.8,48.4,31.7,47.5,71%,37127.45129814129,32892.54870185871,2057.3367978842302
000270,기아,2026-07-16,149700,관망,51.9,21.2,51.9,26.9,49.7,64%,159916.23179180632,131683.76820819368,8991.426702907018
105560,KB금융,2026-07-16,181100,관망,39.6,34.0,39.6,26.4,63.9,81%,190009.95498830703,142800.04501169297,9148.77705728942
055550,신한지주,2026-07-16,107900,관망,44.7,24.8,44.7,30.5,59.0,75%,113730.53252565798,90679.46747434202,5539.465085569419
012330,현대모비스,2026-07-16,482000,매수,52.3,25.0,22.7,52.3,41.7,34%,568179.0931309568,437620.9068690433,42307.68717074768
028260,삼성물산,2026-07-16,346000,매수,62.1,8.4,29.5,62.1,37.7,10%,540015.0591900873,324184.94080991275,41495.17860459216
066570,LG전자,2026-07-16,179000,매수,43.9,30.8,25.3,43.9,41.2,16%,217728.08392522717,171841.91607477286,19680.651275754983
003550,LG,2026-07-16,98800,매수,52.9,12.5,34.6,52.9,44.1,36%,107523.63555592124,93966.36444407876,7408.067087708924
017670,SK텔레콤,2026-07-16,89700,관망,43.6,27.4,43.6,29.1,48.1,61%,94491.53431765568,82318.46568234432,5095.611137144255
030200,KT,2026-07-16,52400,관망,62.4,14.4,62.4,23.2,44.0,34%,56484.26036220841,50265.73963779159,2153.165608621085
096770,SK이노베이션,2026-07-16,121400,매도,46.3,46.3,36.2,17.5,63.2,117%,116104.7106604772,85345.2893395228,7786.260158786476
011200,HMM,2026-07-16,20050,관망,64.4,14.7,64.4,20.9,54.2,83%,20427.670132057672,18223.329867942328,865.7251617881984
010950,S-Oil,2026-07-16,144900,매도,40.8,40.8,31.6,27.6,69.9,94%,148445.7859809915,86484.21401900849,8160.822518056628
086790,하나금융지주,2026-07-16,136800,관망,36.4,27.2,36.4,36.3,66.5,95%,138436.04891607678,106973.95108392324,6871.809825890642
069500,KODEX 200,2026-07-16,109000,매수,64.1,5.0,31.0,64.1,38.8,11%,153051.9224495996,103626.0775504004,9261.951907633837
229200,KODEX 코스닥150,2026-07-16,13580,관망,47.6,17.0,47.6,35.4,37.2,17%,17707.385994967382,12740.614005032618,1041.2604036809144
305720,KODEX 2차전지산업,2026-07-16,13450,관망,59.6,12.7,59.6,27.7,39.3,29%,16702.997613881507,12093.002386118493,962.566367116214
091160,KODEX 반도체,2026-07-16,132230,매수,70.0,6.5,23.6,70.0,40.9,15%,192843.01408765465,121290.98591234538,13012.88705585206
139220,KODEX IT,2026-07-16,6715,매수,53.0,10.5,36.5,53.0,35.8,9%,9010.210053983836,6492.789946016164,562.9956590016427
114800,KODEX 인버스,2026-07-16,1108,매도,50.2,50.2,29.5,20.4,58.7,91%,1137.9843036844688,805.9156963155312,74.99887763480716
252670,KODEX 200선물인버스2X,2026-07-16,100,매도,44.2,44.2,31.0,24.7,56.3,90%,104.807702598114,54.49229740188602,13.25533676137639
148020,KODEX 헬스케어,2026-07-16,109540,매수,61.6,5.7,32.8,61.6,38.6,10%,154128.50458586423,104410.49541413576,9324.33873271143
364980,KODEX 수소경제,2026-07-16,9215,관망,53.8,15.9,53.8,30.3,41.2,33%,11038.9200086105,8298.079991389499,659.8630722790468
379800,KODEX 미국S&P500,2026-07-16,25400,관망,76.3,17.1,76.3,6.5,44.5,16%,26362.570048242203,25220.4299517578,273.08167287988283
AAPL,애플,2026-07-16,333,관망,68.7,15.4,68.7,15.9,71.4,99%,334.00479944375286,273.25220128866897,8.295838092306283
MSFT,MS,2026-07-16,401,관망,73.8,15.1,73.8,11.1,56.3,96%,402.84526911207394,357.978723807848,12.130117130311906
NVDA,엔비디아,2026-07-16,207,관망,64.7,13.8,64.7,21.5,52.1,71%,214.72320883094852,189.7107892769616,7.328937873804356
GOOGL,알파벳,2026-07-16,354,관망,56.7,20.2,56.7,23.1,46.2,43%,374.18018399239503,339.32381991385495,11.576421352197096
AMZN,아마존,2026-07-16,249,관망,66.6,15.1,66.6,18.3,54.2,81%,255.03180599490096,228.10819186886852,7.664558918052963
META,메타,2026-07-16,664,관망,65.1,15.8,65.1,19.0,61.9,86%,689.3783708586141,513.2856122956828,25.406549475782093
TSLA,테슬라,2026-07-16,391,관망,52.2,21.2,52.2,26.6,46.0,36%,426.5817973021569,370.676195251554,17.11629596457046
TSM,TSMC,2026-07-16,409,관망,50.9,16.6,50.9,32.6,42.4,5%,471.90767987989904,406.2083235380697,18.84833003141676
ASML,ASML,2026-07-16,1784,관망,49.7,24.2,49.7,26.1,50.5,36%,1954.9585361140512,1688.3504604679802,88.0476991553795
AMD,AMD,2026-07-16,500,관망,42.3,20.2,42.3,37.5,46.9,6%,570.8808109303329,496.8291805247452,37.09497308181528
