ticker,company,기준일,종가,신호,신뢰도,P_매도,P_관망,P_매수,RSI,BB위치,bb_upper,bb_lower,atr14
005930,삼성전자,2026-06-17,346500,매수,45.1,25.8,29.1,45.1,62.4,81%,365749.3693199015,266650.63068009855,21600.104548999683
000660,SK하이닉스,2026-06-17,2521000,매수,39.9,23.7,36.3,39.9,68.5,94%,2571490.6193384742,1728009.3806615258,161292.9938695072
005380,현대차,2026-06-17,618000,관망,35.6,29.5,35.6,34.8,46.9,28%,750138.040351552,565361.959648448,48256.33454328935
035420,NAVER,2026-06-17,243500,관망,36.8,35.8,36.8,27.5,53.8,59%,291679.8174299575,175560.18257004247,22635.72735942396
051910,LG화학,2026-06-17,361000,관망,52.4,17.4,52.4,30.2,52.3,75%,376173.09036091296,315626.90963908704,21670.87762009976
006400,삼성SDI,2026-06-17,550000,관망,46.1,35.9,46.1,18.0,45.1,35%,700503.823719861,468396.176280139,42017.99178424815
035720,카카오,2026-06-17,40550,관망,57.6,12.9,57.6,29.6,44.5,45%,43249.9746449,38320.0253551,2204.87999710789
000270,기아,2026-06-17,166300,관망,56.3,18.2,56.3,25.5,52.2,62%,175369.35012882674,151480.64987117326,9116.664013956051
105560,KB금융,2026-06-17,164000,관망,35.5,35.1,35.5,29.4,54.4,73%,171623.1408550083,143856.8591449917,9047.441875157934
055550,신한지주,2026-06-17,103100,관망,41.9,20.9,41.9,37.2,55.7,77%,107138.80075553276,89191.19924446725,5440.4220143590655
012330,현대모비스,2026-06-17,631000,관망,40.2,34.6,40.2,25.2,52.4,43%,793902.6760311231,509897.3239688768,61711.48401829704
028260,삼성물산,2026-06-17,490000,매수,42.5,30.2,27.2,42.5,60.5,81%,522438.1019314084,352411.8980685916,42994.51739467655
066570,LG전자,2026-06-17,234500,매수,39.9,30.6,29.5,39.9,50.1,40%,366101.6170405421,148418.38295945787,33174.451656730984
003550,LG,2026-06-17,112500,관망,48.1,24.6,48.1,27.3,48.4,37%,150309.0652970065,90290.9347029935,12046.148202116285
017670,SK텔레콤,2026-06-17,99000,매수,43.9,28.4,27.7,43.9,46.6,30%,116661.34899164565,91548.65100835435,7744.404248179555
030200,KT,2026-06-17,55300,관망,72.6,7.0,72.6,20.4,47.2,57%,58244.67550069332,51465.32449930669,2353.6942575527023
096770,SK이노베이션,2026-06-17,109000,관망,50.3,11.2,50.3,38.5,41.1,31%,125757.6708398603,101502.3291601397,6510.831367468321
011200,HMM,2026-06-17,22100,매도,45.2,45.2,26.3,28.5,66.6,106%,21855.858321749503,17965.141678250497,942.3446923678648
010950,S-Oil,2026-06-17,109800,관망,48.6,11.6,48.6,39.9,46.5,47%,115275.8122541458,104964.1877458542,5879.109668096305
086790,하나금융지주,2026-06-17,126800,관망,54.2,18.8,54.2,27.0,56.1,86%,129641.9808694617,109308.0191305383,6666.758223708929
069500,KODEX 200,2026-06-17,142055,관망,45.1,21.3,45.1,33.6,64.8,86%,146707.72240238215,112637.77759761784,7011.482133319488
229200,KODEX 코스닥150,2026-06-17,18215,관망,49.9,22.6,49.9,27.6,49.2,52%,20181.72487699492,16111.775123005084,991.320379784784
305720,KODEX 2차전지산업,2026-06-17,17850,관망,55.3,25.7,55.3,19.0,45.7,41%,20793.28082657154,15846.21917342846,1017.9089337233904
091160,KODEX 반도체,2026-06-17,175955,매수,39.0,25.3,35.7,39.0,64.2,91%,179604.6981623176,139797.8018376824,9741.684375605022
139220,KODEX IT,2026-06-17,9350,관망,45.6,24.4,45.6,30.0,53.0,70%,9987.024559498104,7828.975440501896,642.6853494743058
114800,KODEX 인버스,2026-06-17,892,매도,43.0,43.0,21.4,35.6,33.1,13%,1157.5203455641056,853.3796544358945,60.61826237025064
252670,KODEX 200선물인버스2X,2026-06-17,68,매수,57.3,26.6,16.2,57.3,31.1,13%,120.46837189550494,60.031628104495056,12.283121455504226
148020,KODEX 헬스케어,2026-06-17,143135,관망,44.0,27.9,44.0,28.1,64.7,86%,147898.59999211106,113358.90000788894,7134.78047740236
364980,KODEX 수소경제,2026-06-17,11715,관망,53.9,29.9,53.9,16.1,46.0,40%,13667.605928745486,10422.394071254514,681.8934762079981
379800,KODEX 미국S&P500,2026-06-17,25770,관망,70.1,21.3,70.1,8.6,61.4,63%,26223.39054430887,25010.10945569113,270.5715776418804
AAPL,애플,2026-06-17,295,관망,70.8,14.0,70.8,15.2,48.9,25%,318.9880197192526,288.2309835766459,7.251097498011705
MSFT,MS,2026-06-17,378,관망,50.2,19.2,50.2,30.5,34.7,5%,455.615605807647,374.7563882109077,12.198719689770696
NVDA,엔비디아,2026-06-17,204,관망,49.1,22.3,49.1,28.7,45.4,21%,225.62299946582385,198.99102488720348,7.642864585369685
GOOGL,알파벳,2026-06-17,363,관망,63.4,15.0,63.4,21.7,46.2,31%,395.7199135866424,349.352736559842,10.75031655025467
AMZN,아마존,2026-06-17,237,관망,59.6,16.6,59.6,23.8,36.9,15%,278.66298551074414,229.95501833447068,7.479091417080018
META,메타,2026-06-17,567,관망,59.9,14.4,59.9,25.8,39.4,13%,644.2666735567208,556.5226452909354,20.34496084574579
TSLA,테슬라,2026-06-17,396,관망,58.3,20.0,58.3,21.7,45.3,22%,447.117635120955,381.95436805287306,16.737996046809243
TSM,TSMC,2026-06-17,432,관망,54.2,16.8,54.2,29.0,55.5,67%,449.021866005509,397.3582212747644,17.24879756225701
ASML,ASML,2026-06-17,1867,매수,43.8,18.7,37.5,43.8,62.7,86%,1928.626873320956,1498.5111271673254,85.99091391442455
AMD,AMD,2026-06-17,512,매도,40.7,40.7,36.1,23.2,57.7,63%,554.8820757123035,439.8539289263683,33.38522337133722
