ticker,company,기준일,종가,신호,신뢰도,P_매도,P_관망,P_매수,RSI,BB위치,bb_upper,bb_lower,atr14
305720,KODEX 2차전지산업,2026-07-14,13010,관망,54.7,15.2,54.7,30.1,34.7,19%,17657.10820821728,11901.89179178272,979.189396182118
091160,KODEX 반도체,2026-07-14,133200,매수,45.8,22.5,31.7,45.8,39.4,11%,196696.43771179896,125450.06228820104,12638.141200869844
139220,KODEX IT,2026-07-14,6765,매수,38.2,25.1,36.7,38.2,34.8,6%,9360.30547359865,6611.19452640135,586.6695216823786
114800,KODEX 인버스,2026-07-14,1106,매도,52.0,52.0,16.2,31.9,60.5,98%,1111.167221988002,793.532778011998,72.3951480261669
252670,KODEX 200선물인버스2X,2026-07-14,100,매도,44.1,44.1,30.4,25.5,57.7,98%,100.95207459981772,52.747925400182254,12.822757427395102
148020,KODEX 헬스케어,2026-07-14,110480,매수,52.8,19.4,27.8,52.8,37.0,4%,156517.52473291365,108403.47526708634,9252.724210718585
364980,KODEX 수소경제,2026-07-14,8985,관망,59.4,17.6,59.4,23.0,37.8,24%,11601.579695651137,8163.420304348863,673.4210779094271
379800,KODEX 미국S&P500,2026-07-14,25440,관망,82.5,11.0,82.5,6.5,45.2,12%,26345.62946102536,25312.370538974643,294.4319993163138
AAPL,애플,2026-07-14,314,관망,66.3,16.9,66.3,16.8,61.5,79%,324.97042527364493,275.7765748484253,7.900675473896952
MSFT,MS,2026-07-14,384,관망,66.1,19.3,66.1,14.6,47.5,61%,402.21210017680033,358.29789127827775,11.834051174641647
NVDA,엔비디아,2026-07-14,211,관망,66.7,12.3,66.7,21.0,56.4,88%,214.7138340051483,189.71616477414852,7.350538582069567
GOOGL,알파벳,2026-07-14,359,관망,56.6,12.9,56.6,30.4,49.4,55%,376.2075657935422,339.0184382347781,10.30242039429107
AMZN,아마존,2026-07-14,247,관망,67.6,18.1,67.6,14.3,53.1,78%,252.66547920698545,229.19151847367863,7.362299587786045
META,메타,2026-07-14,661,관망,57.6,20.9,57.6,21.5,63.5,96%,667.5811165491141,519.8668692907297,25.40155273108444
TSLA,테슬라,2026-07-14,396,관망,55.0,22.0,55.0,23.0,47.7,43%,428.35483940021794,371.9321540079852,17.797894917097068
TSM,TSMC,2026-07-14,420,관망,55.8,20.2,55.8,24.0,45.7,15%,470.1505908597984,411.7664104829751,19.12685644502906
ASML,ASML,2026-07-14,1775,관망,45.5,18.5,45.5,36.1,50.1,31%,1962.378340303503,1690.5716596964971,88.70259647840383
AMD,AMD,2026-07-14,548,관망,60.5,19.1,60.5,20.4,55.2,68%,571.4223564116328,498.7346351655155,36.13428551978929
